43.2
17.69
34
13.34
17.2
34.9
21.09
27.22
25.965
23.36
23.51
22.52
32.8
18.64
17.6
45.6
26.1
27.9
16.465
29.2
21.68
19.66
22.1
29.9
37.8
26
32.2
16.49
16.25
20.4
20.42
24.9
44
22.9
34.3
37.5
22.86
17.81
18.905
24.9
28.01
22.58
15.86
18.19
18.99
15.47
22.62
19.13
18.6
19.43
16.29
22.89
28.1
31.9
23.89
23.8
21.14
20.38
28.1
19.46
20.56
25.5
38.9
40.5
21.8
37.1
33.9
21.6
17.205
19.83
26.7
17.18
25.37
34.1
19.9
15.9
18.18
22.4
29.7
17.91
42.3
17.96
17.45
20.9
33.7
38.2
22.5
25
21.7
21.2
28.7
24.58
26.8
25.3
18.39
20.94
21.84
21.59
22.75
23.7
37.2
26.3
22.94
30.1
21.18
30.6
21.24
23.33
18.555
21.05
22.87
33.1
39.3
20.99
22.04
31.9
28.6
29.4
31.45
23.73
20.52
19.87
26.1
47.2
28.3
47
42.9
34.8
35.45
